Title,Company,CompanyRating,Location,Salary
"UX Designer, Demographic Data",Indeed,4.3,"New York, NY ","$114,000 - $166,000 a year"
eCommerce Inventory Processor,The slick zone,,"Brooklyn, NY ",$20 - $26 an hour
English Teacher,Teacher Placement Consult,,"Brooklyn, NY ","$75,000 - $100,000 a year"
New York - Bookmarc | Seasonal Support Associate,Marc Jacobs,3.9,"New York, NY ",
Hotel Housekeeping |Full-Time,Cleaning Pros,3.4,"New York, NY ",$15.00 - $15.50 an hour
Fairway - Cashier,Fairway Market,,"Bronx, NY +2 locations",
Intake Specialist,Mizrahi Kroub LLP,,"New York, NY ",
Field and Coverage Specialist - MixyPaws Dog Walking,MixyPaws Dog Walking,3.0,"New York, NY ",$16.50 - $18.00 an hour
Greeter,Benchmark ETC Venues - Madison,3.7,"New York, NY ",
Crew Member,McDonald's,3.5,"Bronx, NY +11 locations",
Uniqlo Sales Associate - Soho Location,UNIQLO,3.4,"New York, NY ",
Garment District Restaurant Team- $17-19 Starting + $2-3/hr in TIPS!,DIG,3.5,"New York, NY ",$17 - $19 an hour
Service Advisor (4 day work week),Paragon Honda,3.5,"Woodside, NY ","$75,000 - $125,000 a year"
Fantasy Sports and Free-to-Play Operations Coordinator,FanDuel,3.8,"New York, NY ",
Freelance Videographer/Photographer,Astarte Creative,,"New York, NY ",$125 - $800 a day
Overnight Maintenance Associate - East Village,Blink Fitness,3.3,"New York, NY +2 locations",
Part Time Accountability Coach (1pm-6pm PST),Calibrate,,"New York, NY ",
Servers needed for Upscale UWS Restaurants- Cafe D'Alsace and Dagon,Cafe D'Alsace and Dagon,,"New York, NY ","$1,300 - $1,700 a week"
Distribution Tech - Entry Level,Pop On Veneers,4.8,"New York, NY ",
First Deputy Press Secretary,NYC Mayors Office,,"New York, NY ","$120,000 - $130,000 a year"
Recruiter for Staffing Company (Remote Work),Royale Company,3.1,"New York, NY ",
Hotel Front Desk Manager,The Standard,3.6,"New York, NY ","$55,000 - $60,000 a year"
INVESTIGATOR,United Nations,4.4,"New York, NY ",
Armed Guard,City Safe Partners,,"New York, NY ",
Seeking Chinese-speaking Manager for Gastro Office!,Medical Office,,"New York, NY ","$65,000 - $75,000 a year"
Claims Adjuster,Progressive,3.6,"New Hyde Park, NY ","$60,000 a year"
Lobby Host - Front Desk Agent,Arlo Midtown,,"New York, NY ",
Product Manager - Recommendation Relevance - MRP,Indeed,4.3,"New York, NY ","$131,000 - $191,000 a year"
Operations Aide (Youth Program),Acacia Network,3.0,"Bronx, NY ",$23 - $24 an hour
Medical Assistant,NYU Langone Health,4.0,"New York, NY ",
Patient Registration Clerk,"East Harlem Council for Human Services, Inc.",,"New York, NY ",$20.00 - $20.06 an hour
Front Desk Receptionist,Vidov West Salon,,"New York, NY ",$15 - $20 an hour
Claims Associate (Remote),Garner Health,,"New York, NY ",
Drivers $25+/Hour OWN VEHICLE (PART TIME),RideAlongNow,3.5,"Manhattan, NY +4 locations",$25 - $30 an hour
Team Member - Front of House,Ani Ramen House,4.8,"New York, NY +2 locations",$17 - $25 an hour
Maintenance Worker,Morris Heights Health Center,,"Bronx, NY ",$17.51 - $19.00 an hour
Server - JFK Airport,HMSHost,3.1,"New York, NY ",$10.10 an hour
Mobile Associate - Retail Sales,T-Mobile,3.8,"Brooklyn, NY ",
Now Hiring- Chipotle Mexican Grill,Chipotle Mexican Grill,3.5,"New York, NY +2 locations",
Equipment Packer,DO & CO,3.1,"Queens, NY ",
"Associate, Baseball Operations",New York Yankees,4.3,"Bronx, NY ",
Chick-Fil-A Team-Member,Chick-fil-A 46th & 6th In-Line,,"New York, NY ",
SoHo- Loss Prevention Agent,UNIQLO,3.4,"New York, NY ",
Substitute Teacher K-12,Swing Education,4.2,"New York, NY ",$155 - $190 a day
"Guest Advocate (Cashier), General Merchandise, Inbound (Stocking)",TARGET,3.6,"New York, NY +4 locations",
Special Assistant,NYC Mayors Office,,"New York, NY ","$65,000 - $80,000 a year"
Merchant Sales Consultant,DME Capital Merchant Services,,"New York, NY ","$100,000 - $300,000 a year"
Medical Receptionist,Confidential Posting,,"New York, NY ",$16 - $20 an hour
Marketing Agent,AJG CAPITAL GROUP,,"New York, NY ",
BALENCIAGA Sales Assistant | Madison Avenue,Balenciaga,4.3,"New York, NY ",
Support Coordinator (100% Remote),HealthFirst,3.4,"New York, NY +1 location",
Nonprofit ambassador,Evo. Inc.,,"New York, NY ","$600 - $1,000 a week"
Restaurant Cleaner,Alliance Building Services,3.3,"New York, NY ",$19 an hour
Medical Front Desk Patient Coordinator-Dermatology,Dermatology,,"New York, NY ",
Trainer,FreedomCare,4.3,"Lake Success, NY ",
Security Guard ASAP start,Arrow Security,3.0,"Manhattan, NY ",
Support Representative,Braze,4.7,"New York, NY ","$52,300 - $68,400 a year"
Starbucks Baker - New York Reserve and Roastery - Store #47906,Starbucks Reserve Roastery,3.9,"New York, NY ",$17.00 - $22.87 an hour
Contract Linguist,Federal Bureau of Investigation,4.3,"New York, NY +2 locations",
Event Staff,Members Club,,"New York, NY ",
Patient Service Representative,Lenox Hill Radiology/Radnet,,"New York, NY +4 locations",$15.00 - $29.88 an hour
Scanning Associate,Complete Management Solutions,,"Brooklyn, NY ",$21 an hour
Volunteers Needed For 13th Annual Cristian Rivera Foundation Celebrity Gala,The Cristian Rivera Foundation,,"New York, NY ",
Crew Member,KFC,3.5,"New York, NY +4 locations",
Delivery Helper,"Motor Messenger NYC, INC",,"New York, NY ",$15 - $17 an hour
Head Real Estate Bookkeeper,The Janus Property Company,,"New York, NY ","$125,000 - $155,000 a year"
Peer Specialist,Weston United Community Renewal Inc.,,"New York, NY ",
Real Estate Project Coordinator (REMOTE),Foot Locker,3.9,"New York, NY ",
Retail Associate Part Time -Temp Positions,Marshalls,3.7,"New York, NY ",$15.00 - $15.50 an hour
Seasonal Overnight Stock Associate 10pm-7am,Banana Republic Factory,3.8,"New York, NY ",$16 - $18 an hour
Phone Agent,"Fresh Start Capital, Inc",,"New York, NY ","$50,000 - $100,000 a year"
"Retail Housekeeping Associate, Overnight, Herald Square - Full Time",Macy’s,3.6,"New York, NY ",$15.00 - $26.83 an hour
Medical Front Desk Receptionist,SINY Dermatology,,"Brooklyn, NY ",
Barista (Mon-Fri),Aramark,3.5,"New York, NY ",
"Research Support Associate, CRISPR and Genome Editing (Salary Range: $48K-$62K)",The Rockefeller University,4.3,"New York, NY ","$48,000 - $62,000 a year"
"Driver/Deliverer, Meals on Wheels",Riseboro Community Partnership,3.5,"Brooklyn, NY ",$22 an hour
Busser,Moko,,"New York, NY ",$15 - $25 an hour
Patient Care Associate,NYC Health + Hospitals,,"New Hyde Park, NY +2 locations",$23.30 an hour
Security Officer (Full-time),The Nightingale-Bamford School,4.6,"New York, NY ",
Hospitality Lobby Ambassador (FT),RAPPORT GUEST SERVICES,,"New York, NY ",$22 - $24 an hour
JFK Security Guard Part-Time,ERMC Aviation LLC,,"Jamaica, NY ",$18 an hour
Sales Associate,Venchi Italian Chocolate and Gelato,4.0,"New York, NY ",
Executive Assistant,The Haus NYC,,"Bronx, NY ",
Warehouse Packer,DIG,3.5,"New York, NY ",
"PCA Personal Care Assistant - 24 hours to work! Apply now, work tomorrow!",Freedom Care,4.3,"Brooklyn, NY ",$16.09 - $24.15 an hour
Sales Representative,ZR Funding,,"New York, NY ","$50,000 - $200,000 a year"
Executive Assistant,QBE,3.6,"New York, NY ","$66,000 - $99,000 a year"
Registrar-Emergency Department-MSQ-Full Time-Evening,Mount Sinai,3.8,"Long Island City, NY ",
CARETAKER X (HA),NYC Careers,,"Bronx, NY +3 locations","$31,836 - $46,278 a year"
Remote Trader,SMB Capital,5.0,"New York, NY ",
Door Attendant,"Marriott International, Inc",4.1,"New York, NY +1 location",
Dental Associate,Metropolitan Dental Arts PC,,"Brooklyn, NY ","$650 - $2,000 a day"
Medical Receptionist/Office Assistant,Brain Resource Center,,"New York, NY ",$17 - $20 an hour
Part Time Branch Ambassador Bay Ridge Branch,Capital One,3.9,"Brooklyn, NY ",
Usher,Disney Theatrical Group,4.1,"New York, NY ",
Medical Front Desk Receptionist,Metropolitan Vision Optometry,,"New York, NY ",
Guest Service Agent,Hampton Inn - Seaport,3.7,"New York, NY ",
Front Desk Receptionist 5pm - 1am mon-fri,Fairview Rehab and Nursing home,,"Forest Hills, NY ",$15.00 - $30.16 an hour
Medical Assistant/Patient Service Representative - Soho,Metro Vein Centers,3.3,"New York, NY ",$20 - $21 an hour
Sales Consultant,AT&T,3.7,"Long Island City, NY ","$36,366 - $130,280 a year"
Volunteer Photographers Needed For 13th Annual CRF Celebrity Gala,The Cristian Rivera Foundation,,"New York, NY ",
DIAMOND SETTER,GUILD+FACET,,"Manhattan, NY ","$100,000 a year"
Office Manager,TC Doors,,"Maspeth, NY ","$45,000 - $70,000 a year"
Opening Crew Member 6am-3pm,McDonald's,3.5,"Bronx, NY ",
Investment Analyst,Blue 9 Capital,,"New York, NY ","$60,000 - $80,000 a year"
Escort - Full Time - Night Shift (2022),NewYork-Presbyterian Hospital,4.2,"Manhattan, NY ",
Cleaner,us issworld,,"New York, NY +1 location",$19 an hour
Analyst (Remote),Magna Marketing,,"New York, NY ",
Chef/Manager School,School Food Marketing,,"Bronx, NY ",
TEAM MEMBER - JUICE GENERATION,Juice Generation,3.7,"New York, NY ",
Hair Salon Front Desk Coordinator,Nunzio Saviano Salon,,"New York, NY ",$15 - $20 an hour
"Seasonal: Guest Advocate (Cashier), General Merchandise, Fulfillment, Front of Store Attendant (Cart Attendant), Style, Inbound (Stocking)",TARGET,3.6,"New York, NY +23 locations",
Stock Associate,McCabes Wines & Spirits,,"New York, NY ",$17 an hour
Housekeeping,The Animal Medical Center,,"New York, NY ",
Human Resources Generalist Part Time,US Family Health Plan @ St. Vincent's Catholic Medical Center,,"New York, NY ",$30 - $35 an hour
Dog Handler,Dog City NYC,,"New York, NY ",$15 - $17 an hour
Insurance Verification Specialist,Kofinas Fertility Group,4.7,"New York, NY ",$20 - $25 an hour
Affordable Housing Specialist,AvalonBay Communities,3.8,"New York, NY ","$60,000 - $75,000 a year"
Outreach Specialist (New Salary!!),BRC,,"New York, NY ",$20.29 - $24.93 an hour
Van Delivery Route Driver,InZone Logistics,3.3,"Queens, NY ",
Hiring Prevailing Wage Plasterers $73/hour. Hablamos Espanol OSHA 40 REQ,Perennial Construction Solutions,3.2,"New York, NY ",$73 an hour
Hotel Housekeeper Needed,The Standard,3.6,"New York, NY ",$17 an hour
Driver,Brooklyn Navy Yard Development Corporation,,"New York, NY ",$22 an hour
Copywriter (Remote),Macy’s,3.6,"New York, NY ","$50,880 - $84,960 a year"
Brand Ambassador - Timesquare,Forever 21,3.3,"New York, NY ",
"Full-time, Live-out Nanny, UWS, 2 Children","Nannies by Noa, LLC",,"New York, NY ",
GUEST SERVICE ATTENDANT - Hard Rock Hotel New York,Hard Rock Cafe' New York,3.3,"New York, NY ",
Direct Support Professional (DSP),"Metropolitan Family Services, Inc.",3.6,"New York, NY ",$15.60 an hour
Teacher Assistants - Sign-On Bonus - Brooklyn Preschool,Hebrew Academy for Special Children,3.8,"Brooklyn, NY ","$29,484 - $33,789 a year"
Warehouse Package Handler,FedEx Ground PH US,3.3,"Jersey City, NJ +5 locations",
Administrative Assistant,Midtown Gallery,,"New York, NY ","$38,843 - $88,100 a year"
Warehouse Associate,COUNCIL FOR AIRPORT OPPORTUNITY,4.1,"Jamaica, NY ",$18 an hour
Line Producer,"Newsmax Media, Inc.",,"New York, NY ","$100,000 - $130,000 a year"
On Foot Delivery Associate,LBA Logistics LLC,,"New York, NY ",
Front of House Team Member,Chick-fil-A | 22nd & 6 / 31st & Park,,"New York, NY ",
Front Desk Receptionist for Pediatric Dental Office that Speaks Mandarin,Kids Dental,3.1,"New York, NY ",$15 - $22 an hour
Patient Service Representative,Lenox Hill Radiology/Radnet,,"Flushing, NY ",$15.00 - $29.88 an hour
Experienced Overnight Doorperson for Luxury Residential Building in LIC,TF Cornerstone,3.9,"Queens, NY ",$20.34 an hour
Reservation Agent,"Hotel Barriere Fouquet, Tribeca",,"New York, NY ",
Patient Experience Associate (PXA),Mindful Care,,"Long Island City, NY ",$20 - $25 an hour
"Analyst, Enterprise Analytics","DoorDash, Inc.",3.3,"New York, NY ","$73,000 - $117,000 a year"
Business Intelligence Analyst |ENTRY LEVEL|,PCS Global Tech,,"New York, NY ","$98,931 - $105,918 a year"
Car Detailer,Avis Budget Group,3.5,"Manhattan, NY ",$16.75 an hour
Security Guard Immediate Openings,Arrow Security,3.0,"Brooklyn, NY ",
Freelance Interpreter,Just Interpretation LLC,,"New York, NY ",$25 - $35 an hour
Data Entry Clerk- Healthcare,Renew Wound Care,4.0,"Brooklyn, NY ",
PORTER,Red Apple Group,,"Brooklyn, NY ",$19 - $25 an hour
New York Telemedicine Primary Care NP / APRN - REMOTE,Circle Medical - a UCSF Health Affiliate,3.1,"New York, NY +1 location",$120 an hour
CASTING ASSISTANT,JS Casting,,"New York, NY ",
Luxury Fitness Center Maintenance/Porter,The Wright Fit,3.5,"New York, NY ",
PCA/Caregiver Positions Available !! FREE 6 DAYS training,Heart to Heart Home Care,3.2,"Bronx, NY ",$15 - $17 an hour
"Seasonal Service Associate, Part Time, Soho",Bloomingdale’s,3.6,"New York, NY ",$15 - $19 an hour
Part Time Fragrance Lab Tech,Zing Recruiting NJ -- a Peoplelink Company,,"Manhattan, NY ",$25 an hour
Technical Inspector (2 Positions),NYC School Construction Authority,4.0,"Bronx, NY ",
Order Packer,Noona's Ice Cream,,"Brooklyn, NY ",$15 - $18 an hour
Stock Associate,"Finish Line, Inc.",3.8,"Flushing, NY +1 location",$15 - $17 an hour
Clean Team,Wonderland Dreams,,"New York, NY ",$18 an hour
Supervisory Federal Air Marshal,TSA (Transportation Security Administration),3.1,"Queens, NY ","$109,216 - $169,280 a year"
"Retail Sales Associate, Herald Square - Standard Part Time",Macy’s,3.6,"New York, NY +10 locations",$15.00 - $26.43 an hour
Property Adjuster - Field Estimating,Allstate,3.7,"New York, NY ","$68,000 - $99,999 a year"
Call Center Team Supervisor,Global Contact Services (GCS),,"New York, NY ",$18.50 - $22.00 an hour
Medical Receptionist,Kofinas Fertility Group,4.7,"New York, NY ",$18 - $20 an hour
Dunkin Donuts Crew Member,Dunkin Donuts,,"Maspeth, NY +43 locations",
Freelance Photographer,Zencare,,"New York, NY ",
Team Member,Popeyes louisiana kitchen,3.4,"New York, NY +22 locations",$15 - $18 an hour
SALES ASSOCIATE,MadRag,,"New York, NY +10 locations",
Spa Concierge,Cipriani,4.0,"New York, NY ",
Travel Advisor,Global Travel Concepts,,"New York, NY ","$60,000 - $80,000 a year"
Security Monitor - Morris Ave,Care for the Homeless,3.0,"New York, NY ",
Laborer,US National Park Service,3.9,"New York, NY ",
Detention Officer,ISS Action,3.4,"New York, NY ",$34.54 - $38.00 an hour
Medical Courier - LONG ISLAND CITY APPLICANTS ONLY,carGO.nyc,,"Long Island City, NY ","$750 - $1,000 a week"
Warehouse Associate,Continental Auto Parts,3.2,"Maspeth, NY ",$14 - $16 an hour
Retail Sales Associate,Vuori,3.4,"New York, NY ",$22 - $24 an hour
Urban Outfitters Sales Associate,"URBN Outfitters, Inc.",,"New York, NY ",
"Research Analyst, Behavioral Science",Ipsos North America,3.9,"New York, NY ",
Crew Member/Trainer,Chipotle Mexican Grill,3.5,"New York, NY ",
Residence Counselor,The Bridge Inc.,,"New York, NY ",
Security Guard - Immediate Hire,Arrow Security,3.0,"Brooklyn, NY ",
Patient Services Representative Team Lead,Advocate RCM,3.3,United States ,
Stock Associate,Steve Madden,3.5,"New York, NY +2 locations",
Part-Time Dog Walker,Pawsitively Love LLC,,"Upper West Side, NY ",
In-Store Shopper (Online Orders) - Seasonal,Whole Foods Market,3.7,"New York, NY ",
Event Blackjack Dealer or learn to be an event dealer,Big Deal Ltd.,,"New York, NY ",$45 an hour
Ticket Taker- Gramercy Theatre,Live Nation,4.1,"New York, NY ",
"Entry Level Kitchen Position, 57th & Lex",DIG,3.5,"New York, NY ",$16 - $18 an hour
Brookfield Place Restaurant Team- Up to $19-23/hr with tips!,DIG,3.5,"New York, NY ",$19 - $23 an hour
Seasonal Associate,Louis Vuitton,3.7,"New York, NY ",$15 - $16 an hour
"Border Patrol Agent LIVE Recruitment Webinar November 2, 2022",U.S. Customs and Border Protection,3.9,United States ,"$50,704 - $80,151 a year"
Patient Coordinator,New York Dermatology Group,3.8,"New York, NY ",$20 an hour
Medical Assistant,Bosley Inc,3.5,"New York, NY ",
Seasonal Cashier,Steve Madden,3.5,"New York, NY +7 locations",
Administrative Aide,New York University,4.2,"New York, NY ",
ATTENDANT-OPERATING ROOM,Montefiore Medical Center,4.0,"Bronx, NY ",
Personal Assistant,Lowenberg Lituchy Kantor,,"New York, NY ",$28 an hour
Warehouse Worker (Overnight Shift: 11pm-7:30am),LaserShip,,"Secaucus, NJ ",$17.50 an hour
Paralegal/Administrative Assistant,BurgherGray LLP,,"New York, NY ","$48,801 - $53,037 a year"
Customer Service Call Center,Richmond County Ambulance Service,3.2,"Staten Island, NY ",
"Human Resources, Employee Relations Partner",Oscar Health,3.3,"New York, NY ","$97,200 - $127,575 a year"
Stock Associate - Part Time - 5th Ave.,AllSaints,3.4,"New York, NY ",
Building Services Associate - Hudson Yards,Atria Senior Living,3.1,"New York, NY ",
Openings Director,Swingers - the crazy golf club,,"New York, NY ","$130,000 a year"
Help Desk Technician,EMR CPR LLC,3.5,"New York, NY ",$20 - $30 an hour
Maintenance Porter - Hudson Square / Downtown,Manhattan Mini Storage,3.4,"New York, NY ",
"Food Service Worker, SoHo",DIG,3.5,"New York, NY ",$16 - $18 an hour
Assistant Buyer,Gabe*s,3.1,"New York, NY ",
"Relationship Banker, Lexington Avenue, New York, NY",Santander Holdings USA Inc,3.9,"New York, NY ",
Sales Associate: Women's Denim Fashion Virtual Hiring Event,Bloomingdale’s,3.6,"New York, NY ",$15 - $30 an hour
"Case Manager, Beach 21",CAMBA,3.5,"Far Rockaway, NY ","$70,000 - $75,000 a year"
Cashier,Glaze Teriyaki,,"New York, NY +1 location",
SETSS Provider ( 20 hours weekly),YES I CAN Services,,"Manhattan, NY ",$70 - $85 an hour
Freelance Contract Minute Taker (NYC NY),Minutes Services,,"New York, NY ",$45 an hour
Crew Member,Five Guys,3.6,"New York, NY +19 locations",
Library Associate,New York Film Academy Inc,3.4,"New York, NY ",$25 - $28 an hour
Assistant Manager - Upper East Side Starting Pay $18,Manhattan Mini Storage,3.4,"New York, NY ",$18 an hour
Human Resources Generalist,The Standard Hotel,4.0,"New York, NY ","$70,000 - $75,000 a year"
Packer - Temporary Position,Breads Bakery,,"New York, NY ",
Painter/Plasterer,Create Renovation Inc.,,"New York, NY ",
Dental Receptionist,Gramercy Dental Center,,"New York, NY ",$20 - $22 an hour
Project Manager,iTrending Solutions,,"Manhattan, NY ",$65 - $75 an hour
Clerk Unit - 8West Burn ICU - Part time Days,NewYork-Presbyterian Hospital,4.2,"Manhattan, NY ",
Crew Member,The Grove Inc/Wendys,,"Jamaica, NY ",$16 - $17 an hour
Secretary/Receptionist (Bilingual Spanish),Young Adults with Special Abilities,,"Jamaica, NY ",$17 - $18 an hour
Custodian,Project Renewal,3.4,"New York, NY ",$17.50 an hour
General Maintenance Technician,SODEXO,,"New York, NY ",$30 - $32 an hour
Bartenders needed for Upscale Restaurants- Dagon and Monterey,Dagon and Monterey,,"New York, NY ","$1,300 - $1,600 a week"
Content Creator - In Office Position,Pearlman Aesthetic Surgery,,"New York, NY ",$20 - $35 an hour
Coordinator Criminal Court,Safe Horizon,3.8,"New York, NY ","$34,109 - $81,869 a year"
Server,Daikanyama at bloomingdales,,"New York, NY ",
Waiter - Waitress,Home Kitchen,,"New York, NY ","$60,000 - $80,000 a year"
Benefits Associate,Reddit,4.0,"New York, NY ",
Account Representative,ADT Security Services,3.2,"Yonkers, NY +1 location","$83,756 - $148,030 a year"
Payroll Coordinator,Kobre & Kim LLP,3.3,"New York, NY ",
Team Member,BLACK SEED BAGELS,,"New York, NY ",
Brand Ambassador - Candytopia New York City,Candytopia,3.6,"New York, NY ",$18 an hour
Construction cleaners,Spotless GoGo,,"New York, NY ",$18.50 an hour
Executive Assistant,Ronnette Riley Architect,,"New York, NY ","$75,000 - $100,000 a year"
"Seasonal: Guest Advocate (Cashier), General Merchandise, Inbound (Stocking)",TARGET,3.6,"New York, NY +10 locations",
Front Desk Agent,Harvard Club of New York City,4.3,"New York, NY ",$25 - $30 an hour
Call Center Representative,PureOBGYN,,"Brooklyn, NY ",
Earn Cash with Gopuff In Your Free Time,Gopuff,,"New York, NY ",
Relief Doorman/Porter - NYC Apartment Building,Upscale NYC Real Estate Company,,"New York, NY ",$19 - $20 an hour
Front of House Help Needed,Qwick Professionals,4.0,"New York, NY ",$15 - $35 an hour
server,wagamama,3.4,"New York, NY ",$10 an hour
Overnight Cleaner,"Marriott International, Inc",4.1,"New York, NY ",
Retail Staff,GameStop,3.4,"Bronx, NY +53 locations",
Front Desk Receptionist,"Leslie F. Seecoomar, MD, PC",,"New York, NY ",$15.00 - $24.22 an hour
"CONSTITUENT LIAISON, IMMIGRATION & FOREIGN AFFAIRS",United States Senate,4.4,"New York, NY ",
Studio Assistant,The Palmyra Practice,,"Brooklyn, NY ",$16 - $20 an hour
Restaurant Server,La Lanterna Di Vittorio,,"New York, NY ",$100 - $300 a day
Assistant Research Technician,NYU Langone Health,4.0,"New York, NY ",
"Part Time Teller, Newkirk Plaza, Brooklyn, NY",Santander Holdings USA Inc,3.9,"Brooklyn, NY ",
"Vans Sales Associate (Union Square, New York, New York)",Vans,4.1,"New York, NY +10 locations",
Data Entry and Word Processing,Staff Today Inc,3.3,"New York, NY ",$19 an hour
Medical Receptionist,PureOBGYN,,"Brooklyn, NY ",
New York State Workers' Compensation Adjuster,The Black Car Fund,4.7,"Long Island City, NY ","$75,000 - $90,000 a year"
Testing Technician,Reel Health,3.0,"New York, NY +1 location",$24 - $28 an hour
Barista/Cashier,Citadel Care Centers,3.0,"Bronx, NY ",$16 - $17 an hour
Patient Care Representative- Ophthalmology,RSPCNY,,"New York, NY ",$18 - $23 an hour
"Associate Research Coordinator, Part-Time",NYU Langone Health,4.0,"New York, NY ",
Member Navigator,EmblemHealth,3.5,"New York, NY ",
Client Services Partner-WFH-Flex,CruiTek,,"New York, NY ","$175,000 - $275,000 a year"
Assistant Front Office Manager,Soho Grand Hotel,3.5,"New York, NY ","$65,000 a year"
Team Member/Cashier - $15.75,CAVA,3.1,"New York, NY ",$15.75 an hour
Substitute Teacher (Middle & Upper School),The Packer Collegiate Institute,,"Brooklyn, NY ",$165 a day
Campaign Administrator,DialogueDirect,3.5,"New York, NY ","$45,000 - $52,000 a year"
Security Officer (Part Time/ Weekends),Quality Protection Services,3.2,"New York, NY ",$18 an hour
Spa Front Desk Agent,La Belle Esthetique Spa,,"Brooklyn, NY ","$37,440 - $56,660 a year"
Planning Manager,Gabes,3.1,"New York, NY ",
DMV Clerk,Buggy TLC,3.8,"Long Island City, NY ","$40,000 - $50,000 a year"
Full Time Retail Security Officer $18/hr,Metro One Loss Prevention,,"New York, NY ",$18 an hour
Facilities jobs,UG2,3.1,"New York, NY ","$37,316 - $120,000 a year"
Medical Telephonic Financial Counselors (Multiple Openings),NYC Health + Hospitals,,"New York, NY ",
Home Health Aide,VNS Health Personal Care,,"New York, NY ",
Medical Scribe - Lower Manhattan,SHM CityMD,,"Manhattan, NY ",$18 an hour
Dietary Aide,Pinnacle Dietary,3.0,"Brooklyn, NY ",
"Customer Service Associate, Full-Time",CAMP,3.0,"New York, NY ",$17 an hour
Help Desk Administrator,Municipal Credit Union,3.2,"New York, NY ",
Receptionist,Enterprises Nueva York,,"New York, NY ",$600 - $800 a week
Store Runner,About Time Coffee,,"New York, NY ",$15 - $18 an hour
Early Intervention Service Coordinator,A Plus Early Intervention,,"New York, NY ",$40 - $52 an hour
Administrative Assistant,Chapman & Evans,,"Queens, NY ",$20 - $25 an hour
Call Center Representative,Manhattan Cardiology,,"New York, NY ",$18 an hour
SBP Disaster Recovery AmeriCorps Program,SBP,3.9,"New York, NY ","$2,100 a month"
Dog Walker,Bark Slope Salon,,"Park Slope, NY ",$17 - $19 an hour
Executive Assistant,Bank of America,3.8,"New York, NY ",
Porter/Maintenance,Gramercy Square Condominium,,"New York, NY ",$20 an hour
Laborer,NYC Careers,,"Brooklyn, NY +1 location",$36.25 an hour
Dental Receptionist,Dental Office,4.3,"New York, NY ",$18 - $27 an hour
"Data Entry Pharmacy Technician - Brooklyn, NY","AMERICARE, INC",4.0,"Brooklyn, NY ",$21 - $25 an hour
"HR Representative (Personnel Representative), HR Operations",NYC Health + Hospitals,,"New York, NY ","$50,000 - $61,500 a year"
First Shift Word Processor Operator,Curtis Mallet-Prevost Colt & Mosle LLP,,"New York, NY ","$50,000 a year"
Shelter Candidates - SOCIAL WORK - CASE MANAGEMENT - PROGRAM DIRECTOR,Children's Rescue Fund,,"Bronx, NY ",
Product Lister,Tip Top Shoes,,"New York, NY ",
Part Time Stocker,"Finish Line, Inc.",3.8,"Flushing, NY ",$15 - $16 an hour
Office Assistant 1 (Hourly),Alcoholic Beverage Control,3.7,"New York, NY ",$20.33 an hour
Bookkeeper,Mociun,,"Brooklyn, NY ",$50 - $100 an hour
Analyst - All Levels (US),ABI Research,4.5,"Manhattan, NY ",
City Point - Cash Office Assistant,Primark - US,3.5,"Brooklyn, NY ",
Personal Care Assistant / HHA Top Dollar Paid! (Bronx),Community Home Care,3.8,"Brooklyn, NY ",
Sales Associate,Joybird,,"New York, NY ",$20 - $22 an hour
Server - JFK Airport,SSP America,,"Jamaica, NY ",$10 an hour
Spa Front Desk Receptionist,Vicki Morav,,"New York, NY ",
"Director, Retail Performance",Louis Vuitton,3.7,"New York, NY ","$170,000 - $200,000 a year"
Medical Receptionist,Omnia Medical,,"Manhattan, NY ",$18 - $28 an hour
Front Office Assistant,Bosley Inc,3.5,"New York, NY ",$17 - $20 an hour
Event Support Staff Virtual Hiring Event,Hire Point Staffing Solutions,4.3,"Bronx, NY ",$20 an hour
Back of House Help Needed,Qwick Professionals,4.0,"New York, NY ",$15 - $35 an hour
Administrative Secretary,New York University,4.2,"New York, NY ",
Accounts Receivable Specialist,Manhattan Gastroenterology,,"New York, NY ",$22 - $27 an hour
Medical Front Desk Receptionist,Heights Vision,,"Brooklyn, NY ",$15 - $19 an hour
Medical Collection/Billing Specialist,ASC STRATEGIC REVENUE SOLUTION LLC,,"Forest Hills, NY ",$18 - $45 an hour
Event and Night Club Promoter,SN19 Agency,,"New York, NY ",$30 an hour
Guest Service Agent - Fairfield Inn Suites NYC,Fairfield Inn&Suites by Marriott NY,,"New York, NY ",
Full-time Nanny needed in Manhattan,Wesney & Co.,,"New York, NY ",$30 - $35 an hour
Care Coordinator/Front Desk (Hospitality) - Brooklyn,SPEAR Physical Therapy,3.5,"Brooklyn, NY +3 locations",
Cleaner,Great Neck Public Schools,4.3,"Great Neck, NY ","$49,587 - $50,707 a year"
P/T Dog Walker (supplementary income) Upper West Side UWS Position,"Pampered Pets, Inc.",,"New York, NY ",$20 an hour
Retail Sales Associate,Bellami Hair,,"New York, NY ",$16 an hour
Lab Technician,Scismic,,"Brooklyn, NY ",$18 - $28 an hour
Director of Housekeeping-Executive Housekeeper,The Roxy Hotel,3.5,"New York, NY ",
Seeking newborn care specialist,Knightsbridge Nanny Agency,,"New York, NY ",$35 an hour
Timberland Seasonal Sales Associate/Herald Square NY.,Timberland,3.9,"New York, NY ",$16 - $18 an hour
Research and Outreach Librarian,United States District Court Northern District of Indiana,4.3,"Brooklyn, NY ","$61,564 a year"
